mode: set
miniclaudecode-go/skills/loader.go:49.58,50.23 1 1
miniclaudecode-go/permissions/internal_paths.go:357.35,360.3 2 1
miniclaudecode-go/permissions/internal_paths.go:361.2,361.14 1 0
miniclaudecode-go/permissions/internal_paths.go:366.44,368.30 2 1
miniclaudecode-go/permissions/internal_paths.go:368.30,370.68 1 1
miniclaudecode-go/permissions/internal_paths.go:370.68,372.4 1 0
miniclaudecode-go/permissions/internal_paths.go:376.2,376.75 1 1
miniclaudecode-go/permissions/internal_paths.go:380.23,381.44 1 1
miniclaudecode-go/permissions/internal_paths.go:381.44,383.3 1 1
miniclaudecode-go/permissions/internal_paths.go:384.2,384.37 1 0
miniclaudecode-go/permissions/internal_paths.go:384.37,386.3 1 0
miniclaudecode-go/permissions/internal_paths.go:387.2,387.11 1 0
miniclaudecode-go/permissions/internal_paths.go:391.43,392.26 1 1
miniclaudecode-go/permissions/internal_paths.go:392.26,394.3 1 1
miniclaudecode-go/permissions/internal_paths.go:395.2,395.15 1 1
miniclaudecode-go/permissions/internal_paths.go:395.15,397.3 1 1
miniclaudecode-go/permissions/internal_paths.go:398.2,398.49 1 1
miniclaudecode-go/permissions/path_validation.go:36.109,43.25 3 1
miniclaudecode-go/permissions/path_validation.go:43.25,47.3 3 1
miniclaudecode-go/permissions/path_validation.go:50.2,50.35 1 1
miniclaudecode-go/permissions/path_validation.go:50.35,54.3 3 0
miniclaudecode-go/permissions/path_validation.go:57.2,57.41 1 1
miniclaudecode-go/permissions/path_validation.go:57.41,61.3 3 1
miniclaudecode-go/permissions/path_validation.go:64.2,64.84 1 1
miniclaudecode-go/permissions/path_validation.go:64.84,68.3 3 1
miniclaudecode-go/permissions/path_validation.go:71.2,74.22 2 1
miniclaudecode-go/permissions/path_validation.go:74.22,76.99 1 0
miniclaudecode-go/permissions/path_validation.go:76.99,80.4 3 0
miniclaudecode-go/permissions/path_validation.go:81.3,81.100 1 0
miniclaudecode-go/permissions/path_validation.go:81.100,85.4 3 0
miniclaudecode-go/permissions/path_validation.go:89.2,89.45 1 1
miniclaudecode-go/permissions/path_validation.go:89.45,90.44 1 0
miniclaudecode-go/permissions/path_validation.go:90.44,93.4 2 0
miniclaudecode-go/permissions/path_validation.go:97.2,97.45 1 1
miniclaudecode-go/permissions/path_validation.go:97.45,99.51 2 0
miniclaudecode-go/permissions/path_validation.go:99.51,103.4 3 0
miniclaudecode-go/permissions/path_validation.go:107.2,107.22 1 1
miniclaudecode-go/permissions/path_validation.go:107.22,108.96 1 0
miniclaudecode-go/permissions/path_validation.go:108.96,112.4 3 0
miniclaudecode-go/permissions/path_validation.go:113.3,113.97 1 0
miniclaudecode-go/permissions/path_validation.go:113.97,117.4 3 0
miniclaudecode-go/permissions/path_validation.go:121.2,121.22 1 1
miniclaudecode-go/permissions/path_validation.go:121.22,122.102 1 0
miniclaudecode-go/permissions/path_validation.go:122.102,125.4 2 0
miniclaudecode-go/permissions/path_validation.go:126.3,126.103 1 0
miniclaudecode-go/permissions/path_validation.go:126.103,129.4 2 0
miniclaudecode-go/permissions/path_validation.go:133.2,135.15 3 1
miniclaudecode-go/permissions/path_validation.go:139.79,144.25 3 1
miniclaudecode-go/permissions/path_validation.go:144.25,148.3 3 1
miniclaudecode-go/permissions/path_validation.go:151.2,151.78 1 1
miniclaudecode-go/permissions/path_validation.go:151.78,155.3 3 1
miniclaudecode-go/permissions/path_validation.go:158.2,158.22 1 1
miniclaudecode-go/permissions/path_validation.go:158.22,159.99 1 0
miniclaudecode-go/permissions/path_validation.go:159.99,163.4 3 0
miniclaudecode-go/permissions/path_validation.go:167.2,167.22 1 1
miniclaudecode-go/permissions/path_validation.go:167.22,168.96 1 0
miniclaudecode-go/permissions/path_validation.go:168.96,172.4 3 0
miniclaudecode-go/permissions/path_validation.go:176.2,176.38 1 1
miniclaudecode-go/permissions/path_validation.go:176.38,179.3 2 1
miniclaudecode-go/permissions/path_validation.go:182.2,182.22 1 0
miniclaudecode-go/permissions/path_validation.go:182.22,183.102 1 0
miniclaudecode-go/permissions/path_validation.go:183.102,186.4 2 0
miniclaudecode-go/permissions/path_validation.go:190.2,192.15 3 0
miniclaudecode-go/permissions/path_validation.go:196.38,197.50 1 1
miniclaudecode-go/permissions/path_validation.go:197.50,198.36 1 1
miniclaudecode-go/permissions/path_validation.go:198.36,200.4 1 1
miniclaudecode-go/permissions/path_validation.go:202.2,202.13 1 1
miniclaudecode-go/permissions/path_validation.go:206.42,207.62 1 1
miniclaudecode-go/permissions/path_validation.go:207.62,209.3 1 0
miniclaudecode-go/permissions/path_validation.go:210.2,210.13 1 1
miniclaudecode-go/permissions/path_validation.go:214.34,216.2 1 1
miniclaudecode-go/permissions/path_validation.go:220.66,222.60 1 1
miniclaudecode-go/permissions/path_validation.go:222.60,224.3 1 1
miniclaudecode-go/permissions/path_validation.go:226.2,227.70 1 1
miniclaudecode-go/permissions/path_validation.go:227.70,229.3 1 1
miniclaudecode-go/permissions/path_validation.go:231.2,231.64 1 1
miniclaudecode-go/permissions/path_validation.go:231.64,233.3 1 0
miniclaudecode-go/permissions/path_validation.go:235.2,235.99 1 1
miniclaudecode-go/permissions/path_validation.go:235.99,237.3 1 1
miniclaudecode-go/permissions/path_validation.go:239.2,239.81 1 1
miniclaudecode-go/permissions/path_validation.go:239.81,241.3 1 0
miniclaudecode-go/permissions/path_validation.go:243.2,243.21 1 1
miniclaudecode-go/permissions/path_validation.go:243.21,245.3 1 1
miniclaudecode-go/permissions/path_validation.go:246.2,246.18 1 1
miniclaudecode-go/permissions/rule_parser.go:29.56,30.22 1 1
miniclaudecode-go/permissions/rule_parser.go:30.22,32.3 1 1
miniclaudecode-go/permissions/rule_parser.go:35.2,36.19 2 1
miniclaudecode-go/permissions/rule_parser.go:36.19,44.3 2 1
miniclaudecode-go/permissions/rule_parser.go:47.2,48.42 2 1
miniclaudecode-go/permissions/rule_parser.go:48.42,50.3 1 1
miniclaudecode-go/permissions/rule_parser.go:52.2,59.37 4 1
miniclaudecode-go/permissions/rule_parser.go:59.37,65.3 1 1
miniclaudecode-go/permissions/rule_parser.go:68.2,74.8 2 1
miniclaudecode-go/permissions/rule_parser.go:78.39,79.45 1 1
miniclaudecode-go/permissions/rule_parser.go:79.45,81.3 1 1
miniclaudecode-go/permissions/rule_parser.go:82.2,82.13 1 1
miniclaudecode-go/permissions/rule_parser.go:86.38,90.2 3 1
miniclaudecode-go/permissions/rule_parser.go:93.73,95.32 2 1
miniclaudecode-go/permissions/rule_parser.go:95.32,97.17 2 1
miniclaudecode-go/permissions/rule_parser.go:97.17,99.4 1 1
miniclaudecode-go/permissions/rule_parser.go:100.3,101.32 2 1
miniclaudecode-go/permissions/rule_parser.go:103.2,103.20 1 1
miniclaudecode-go/permissions/rule_parser.go:107.41,109.2 1 1
miniclaudecode-go/permissions/rule_parser.go:115.56,116.22 1 1
miniclaudecode-go/permissions/rule_parser.go:116.22,118.3 1 1
miniclaudecode-go/permissions/rule_parser.go:120.2,120.28 1 1
miniclaudecode-go/permissions/rule_parser.go:120.28,122.3 1 1
miniclaudecode-go/permissions/rule_parser.go:125.2,125.47 1 1
miniclaudecode-go/permissions/rule_parser.go:129.55,131.84 1 1
miniclaudecode-go/permissions/rule_parser.go:131.84,133.3 1 1
miniclaudecode-go/permissions/rule_parser.go:136.2,136.48 1 1
miniclaudecode-go/permissions/rule_parser.go:136.48,138.3 1 1
miniclaudecode-go/permissions/rule_parser.go:141.2,142.48 2 1
miniclaudecode-go/permissions/rule_parser.go:142.48,144.3 1 1
miniclaudecode-go/permissions/rule_parser.go:146.2,146.14 1 1
miniclaudecode-go/permissions/rule_parser.go:151.58,152.21 1 1
miniclaudecode-go/permissions/rule_parser.go:152.21,154.3 1 1
miniclaudecode-go/permissions/rule_parser.go:155.2,155.38 1 1
miniclaudecode-go/permissions/rule_parser.go:160.43,162.21 1 1
miniclaudecode-go/permissions/rule_parser.go:162.21,164.3 1 1
miniclaudecode-go/permissions/rule_parser.go:168.2,168.75 1 1
miniclaudecode-go/permissions/rule_parser.go:168.75,172.3 3 1
miniclaudecode-go/permissions/rule_parser.go:175.2,175.57 1 1
miniclaudecode-go/permissions/rule_parser.go:175.57,179.3 3 1
miniclaudecode-go/permissions/rule_parser.go:182.2,182.92 1 1
miniclaudecode-go/permissions/rule_parser.go:182.92,186.3 3 0
miniclaudecode-go/permissions/rule_parser.go:189.2,189.37 1 1
miniclaudecode-go/permissions/rule_parser.go:193.47,195.20 1 1
miniclaudecode-go/permissions/rule_parser.go:195.20,197.3 1 0
miniclaudecode-go/permissions/rule_parser.go:198.2,198.19 1 1
miniclaudecode-go/permissions/rule_parser.go:198.19,200.3 1 1
miniclaudecode-go/permissions/rule_parser.go:201.2,201.16 1 1
miniclaudecode-go/permissions/rule_parser.go:201.16,203.3 1 0
miniclaudecode-go/permissions/rule_parser.go:206.2,206.23 1 1
miniclaudecode-go/permissions/rule_parser.go:206.23,209.3 1 0
miniclaudecode-go/permissions/rule_parser.go:210.2,210.48 1 1
miniclaudecode-go/permissions/rule_parser.go:210.48,212.3 1 1
miniclaudecode-go/permissions/rule_parser.go:213.2,213.14 1 1
miniclaudecode-go/permissions/rule_store.go:37.32,42.2 1 1
miniclaudecode-go/permissions/rule_store.go:45.76,53.29 5 1
miniclaudecode-go/permissions/rule_store.go:53.29,54.25 1 1
miniclaudecode-go/permissions/rule_store.go:54.25,60.4 1 1
miniclaudecode-go/permissions/rule_store.go:65.55,70.28 4 1
miniclaudecode-go/permissions/rule_store.go:70.28,71.27 1 1
miniclaudecode-go/permissions/rule_store.go:71.27,73.4 1 1
miniclaudecode-go/permissions/rule_store.go:75.2,75.14 1 1
miniclaudecode-go/permissions/rule_store.go:79.54,84.28 4 1
miniclaudecode-go/permissions/rule_store.go:84.28,85.26 1 1
miniclaudecode-go/permissions/rule_store.go:85.26,87.4 1 1
miniclaudecode-go/permissions/rule_store.go:89.2,89.14 1 0
miniclaudecode-go/permissions/rule_store.go:93.56,98.28 4 1
miniclaudecode-go/permissions/rule_store.go:98.28,99.28 1 1
miniclaudecode-go/permissions/rule_store.go:99.28,101.4 1 1
miniclaudecode-go/permissions/rule_store.go:103.2,103.14 1 1
miniclaudecode-go/permissions/rule_store.go:108.85,113.34 3 1
miniclaudecode-go/permissions/rule_store.go:113.34,115.46 2 1
miniclaudecode-go/permissions/rule_store.go:115.46,116.12 1 1
miniclaudecode-go/permissions/rule_store.go:118.3,118.30 1 1
miniclaudecode-go/permissions/rule_store.go:118.30,119.88 1 1
miniclaudecode-go/permissions/rule_store.go:119.88,121.5 1 1
miniclaudecode-go/permissions/rule_store.go:124.2,124.12 1 1
miniclaudecode-go/permissions/rule_store.go:128.64,133.34 4 1
miniclaudecode-go/permissions/rule_store.go:133.34,135.46 2 1
miniclaudecode-go/permissions/rule_store.go:135.46,137.4 1 1
miniclaudecode-go/permissions/rule_store.go:139.2,139.15 1 1
miniclaudecode-go/permissions/rule_store.go:143.68,148.32 4 1
miniclaudecode-go/permissions/rule_store.go:148.32,149.30 1 1
miniclaudecode-go/permissions/rule_store.go:149.30,150.56 1 1
miniclaudecode-go/permissions/rule_store.go:150.56,152.5 1 1
miniclaudecode-go/permissions/rule_store.go:155.2,155.15 1 1
miniclaudecode-go/permissions/rule_store.go:160.55,162.31 2 1
miniclaudecode-go/permissions/rule_store.go:162.31,164.39 2 1
miniclaudecode-go/permissions/rule_store.go:164.39,166.4 1 1
miniclaudecode-go/permissions/rule_store.go:167.3,167.52 1 1
miniclaudecode-go/permissions/rule_store.go:167.52,169.4 1 1
miniclaudecode-go/permissions/rule_store.go:170.3,170.20 1 1
miniclaudecode-go/permissions/rule_store.go:172.2,172.15 1 1
miniclaudecode-go/permissions/rule_store.go:176.40,184.34 4 1
miniclaudecode-go/permissions/rule_store.go:184.34,188.3 3 1
miniclaudecode-go/permissions/rule_store.go:189.2,189.47 1 1
miniclaudecode-go/permissions/rule_store.go:189.47,193.3 3 1
miniclaudecode-go/permissions/rule_store.go:194.2,194.14 1 1
miniclaudecode-go/permissions/rule_store.go:198.60,202.34 3 1
miniclaudecode-go/permissions/rule_store.go:202.34,203.27 1 1
miniclaudecode-go/permissions/rule_store.go:203.27,204.17 1 1
miniclaudecode-go/permissions/rule_store.go:204.17,206.24 2 1
miniclaudecode-go/permissions/rule_store.go:206.24,208.6 1 1
miniclaudecode-go/permissions/rule_store.go:212.2,212.11 1 1
miniclaudecode-go/permissions/rule_store.go:216.39,217.21 1 1
miniclaudecode-go/permissions/rule_store.go:217.21,219.3 1 1
miniclaudecode-go/permissions/rule_store.go:220.2,220.53 1 1
miniclaudecode-go/permissions/rules_loader.go:18.85,21.16 2 1
miniclaudecode-go/permissions/rules_loader.go:21.16,23.3 1 1
miniclaudecode-go/permissions/rules_loader.go:25.2,27.23 2 1
miniclaudecode-go/permissions/rules_loader.go:27.23,29.17 2 1
miniclaudecode-go/permissions/rules_loader.go:29.17,31.4 1 0
miniclaudecode-go/permissions/rules_loader.go:31.9,33.4 1 1
miniclaudecode-go/permissions/rules_loader.go:36.2,36.22 1 1
miniclaudecode-go/permissions/rules_loader.go:36.22,38.17 2 1
miniclaudecode-go/permissions/rules_loader.go:38.17,40.4 1 0
miniclaudecode-go/permissions/rules_loader.go:40.9,42.4 1 1
miniclaudecode-go/permissions/rules_loader.go:45.2,45.24 1 1
miniclaudecode-go/permissions/rules_loader.go:45.24,47.17 2 1
miniclaudecode-go/permissions/rules_loader.go:47.17,49.4 1 1
miniclaudecode-go/permissions/rules_loader.go:49.9,51.4 1 1
miniclaudecode-go/permissions/rules_loader.go:54.2,54.23 1 1
miniclaudecode-go/permissions/rules_loader.go:58.65,60.16 2 1
miniclaudecode-go/permissions/rules_loader.go:60.16,62.3 1 1
miniclaudecode-go/permissions/rules_loader.go:65.2,68.56 2 1
miniclaudecode-go/permissions/rules_loader.go:68.56,71.56 2 0
miniclaudecode-go/permissions/rules_loader.go:71.56,73.4 1 0
miniclaudecode-go/permissions/rules_loader.go:74.3,74.31 1 0
miniclaudecode-go/permissions/rules_loader.go:77.2,79.27 3 1
miniclaudecode-go/permissions/rules_loader.go:87.41,91.14 3 1
miniclaudecode-go/permissions/rules_loader.go:92.23,93.21 1 1
miniclaudecode-go/permissions/rules_loader.go:93.21,95.4 1 1
miniclaudecode-go/permissions/rules_loader.go:96.3,96.27 1 1
miniclaudecode-go/permissions/rules_loader.go:97.29,98.25 1 1
miniclaudecode-go/permissions/rules_loader.go:100.2,100.18 1 1
miniclaudecode-go/permissions/rules_loader.go:104.33,106.44 2 1
miniclaudecode-go/permissions/rules_loader.go:106.44,108.3 1 1
miniclaudecode-go/permissions/rules_loader.go:109.2,109.16 1 1
miniclaudecode-go/permissions/rules_loader.go:109.16,110.38 1 0
miniclaudecode-go/permissions/rules_loader.go:110.38,112.4 1 0
miniclaudecode-go/permissions/rules_loader.go:114.2,114.16 1 1
miniclaudecode-go/permissions/rules_loader.go:114.16,119.3 3 1
miniclaudecode-go/permissions/rules_loader.go:120.2,120.14 1 0
miniclaudecode-go/permissions/rules_loader.go:127.60,131.28 2 0
miniclaudecode-go/permissions/rules_loader.go:131.28,133.33 2 0
miniclaudecode-go/permissions/rules_loader.go:133.33,135.4 1 0
miniclaudecode-go/permissions/rules_loader.go:136.3,136.33 1 0
miniclaudecode-go/permissions/rules_loader.go:140.2,140.47 1 0
miniclaudecode-go/permissions/rules_loader.go:140.47,143.3 2 0
miniclaudecode-go/permissions/rules_loader.go:146.2,150.22 3 0
miniclaudecode-go/permissions/rules_loader.go:150.22,152.3 1 0
miniclaudecode-go/permissions/rules_loader.go:153.2,153.35 1 0
miniclaudecode-go/permissions/rules_loader.go:157.29,158.44 1 0
miniclaudecode-go/permissions/rules_loader.go:158.44,160.3 1 0
miniclaudecode-go/permissions/rules_loader.go:161.2,161.37 1 0
miniclaudecode-go/permissions/rules_loader.go:161.37,163.3 1 0
miniclaudecode-go/permissions/rules_loader.go:164.2,164.11 1 0
miniclaudecode-go/mcp/client.go:116.84,118.16 2 1
miniclaudecode-go/mcp/client.go:118.16,120.25 2 1
miniclaudecode-go/mcp/client.go:120.25,122.4 1 1
miniclaudecode-go/mcp/client.go:124.2,128.3 1 1
miniclaudecode-go/mcp/client.go:131.75,139.2 1 0
miniclaudecode-go/mcp/client.go:142.51,143.34 1 0
miniclaudecode-go/mcp/client.go:143.34,145.3 1 0
miniclaudecode-go/mcp/client.go:146.2,146.26 1 0
miniclaudecode-go/mcp/client.go:149.56,151.16 2 0
miniclaudecode-go/mcp/client.go:151.16,153.3 1 0
miniclaudecode-go/mcp/client.go:154.2,155.16 2 0
miniclaudecode-go/mcp/client.go:155.16,157.3 1 0
miniclaudecode-go/mcp/client.go:158.2,159.16 2 0
miniclaudecode-go/mcp/client.go:159.16,161.3 1 0
miniclaudecode-go/mcp/client.go:163.2,168.38 5 0
miniclaudecode-go/mcp/client.go:168.38,170.3 1 0
miniclaudecode-go/mcp/client.go:172.2,172.12 1 0
miniclaudecode-go/mcp/client.go:172.12,174.7 2 0
miniclaudecode-go/mcp/client.go:174.7,176.13 2 0
miniclaudecode-go/mcp/client.go:176.13,178.5 1 0
miniclaudecode-go/mcp/client.go:179.4,179.18 1 0
miniclaudecode-go/mcp/client.go:179.18,181.5 1 0
miniclaudecode-go/mcp/client.go:185.2,185.47 1 0
miniclaudecode-go/mcp/client.go:185.47,187.3 1 0
miniclaudecode-go/mcp/client.go:189.2,190.16 2 0
miniclaudecode-go/mcp/client.go:190.16,192.3 1 0
miniclaudecode-go/mcp/client.go:193.2,195.12 2 0
miniclaudecode-go/mcp/client.go:198.57,202.48 2 0
miniclaudecode-go/mcp/client.go:202.48,204.3 1 0
miniclaudecode-go/mcp/client.go:207.2,208.16 2 0
miniclaudecode-go/mcp/client.go:208.16,210.3 1 0
miniclaudecode-go/mcp/client.go:211.2,213.12 2 0
miniclaudecode-go/mcp/client.go:216.61,224.16 3 0
miniclaudecode-go/mcp/client.go:224.16,226.3 1 0
miniclaudecode-go/mcp/client.go:229.2,232.91 2 0
miniclaudecode-go/mcp/client.go:232.91,234.3 1 0
miniclaudecode-go/mcp/client.go:236.2,240.27 2 0
miniclaudecode-go/mcp/client.go:243.62,250.16 3 0
miniclaudecode-go/mcp/client.go:250.16,252.3 1 0
miniclaudecode-go/mcp/client.go:255.2,258.91 2 0
miniclaudecode-go/mcp/client.go:258.91,260.3 1 0
miniclaudecode-go/mcp/client.go:262.2,262.12 1 0
miniclaudecode-go/mcp/client.go:266.65,267.34 1 0
miniclaudecode-go/mcp/client.go:267.34,269.3 1 0
miniclaudecode-go/mcp/client.go:270.2,270.30 1 0
miniclaudecode-go/mcp/client.go:273.70,275.16 2 0
miniclaudecode-go/mcp/client.go:275.16,277.3 1 0
miniclaudecode-go/mcp/client.go:279.2,282.54 2 0
miniclaudecode-go/mcp/client.go:282.54,284.3 1 0
miniclaudecode-go/mcp/client.go:285.2,285.26 1 0
miniclaudecode-go/mcp/client.go:288.71,290.16 2 0
miniclaudecode-go/mcp/client.go:290.16,292.3 1 0
miniclaudecode-go/mcp/client.go:294.2,297.54 2 0
miniclaudecode-go/mcp/client.go:297.54,299.3 1 0
miniclaudecode-go/mcp/client.go:300.2,300.26 1 0
miniclaudecode-go/mcp/client.go:304.101,306.17 2 0
miniclaudecode-go/mcp/client.go:306.17,308.3 1 0
miniclaudecode-go/mcp/client.go:310.2,310.34 1 0
miniclaudecode-go/mcp/client.go:310.34,312.3 1 0
miniclaudecode-go/mcp/client.go:313.2,313.46 1 0
miniclaudecode-go/mcp/client.go:316.113,319.16 3 0
miniclaudecode-go/mcp/client.go:319.16,321.3 1 0
miniclaudecode-go/mcp/client.go:323.2,324.54 2 0
miniclaudecode-go/mcp/client.go:324.54,326.3 1 0
miniclaudecode-go/mcp/client.go:327.2,327.21 1 0
miniclaudecode-go/mcp/client.go:330.114,332.16 2 0
miniclaudecode-go/mcp/client.go:332.16,334.3 1 0
miniclaudecode-go/mcp/client.go:336.2,337.54 2 0
miniclaudecode-go/mcp/client.go:337.54,339.3 1 0
miniclaudecode-go/mcp/client.go:340.2,340.21 1 0
miniclaudecode-go/mcp/client.go:345.116,358.61 6 0
miniclaudecode-go/mcp/client.go:358.61,360.3 1 0
miniclaudecode-go/mcp/client.go:363.2,367.12 4 0
miniclaudecode-go/mcp/client.go:367.12,369.17 2 0
miniclaudecode-go/mcp/client.go:369.17,373.4 3 0
miniclaudecode-go/mcp/client.go:374.3,375.14 2 0
miniclaudecode-go/mcp/client.go:378.2,378.9 1 0
miniclaudecode-go/mcp/client.go:379.20,383.24 3 0
miniclaudecode-go/mcp/client.go:384.14,385.21 1 0
miniclaudecode-go/mcp/client.go:385.21,387.4 1 0
miniclaudecode-go/mcp/client.go:388.3,388.24 1 0
miniclaudecode-go/mcp/client.go:388.24,390.4 1 0
miniclaudecode-go/mcp/client.go:391.3,391.26 1 0
miniclaudecode-go/mcp/client.go:399.158,401.17 2 0
miniclaudecode-go/mcp/client.go:401.17,403.3 1 0
miniclaudecode-go/mcp/client.go:404.2,406.34 2 0
miniclaudecode-go/mcp/client.go:406.34,410.13 2 0
miniclaudecode-go/mcp/client.go:410.13,412.11 2 0
miniclaudecode-go/mcp/client.go:413.53,413.53 0 0
miniclaudecode-go/mcp/client.go:414.12,414.12 0 0
miniclaudecode-go/mcp/client.go:418.3,421.10 3 0
miniclaudecode-go/mcp/client.go:422.21,423.25 1 0
miniclaudecode-go/mcp/client.go:424.18,426.14 1 0
miniclaudecode-go/mcp/client.go:426.14,428.40 2 0
miniclaudecode-go/mcp/client.go:428.41,431.6 0 0
miniclaudecode-go/mcp/client.go:433.4,433.40 1 0
miniclaudecode-go/mcp/client.go:434.28,435.26 1 0
miniclaudecode-go/mcp/client.go:440.2,441.16 2 0
miniclaudecode-go/mcp/client.go:441.16,443.3 1 0
miniclaudecode-go/mcp/client.go:447.2,447.17 1 0
